Sym_88503_c0_g1_i1	Sym_88503_c0_g1
Sym_99299_c0_g1_i2	Sym_99299_c0_g1
Sym_99299_c0_g1_i3	Sym_99299_c0_g1
Sym_74880_c0_g1_i2	Sym_74880_c0_g1
Sym_74843_c0_g1_i1	Sym_74843_c0_g1
Sym_74889_c0_g1_i1	Sym_74889_c0_g1
Sym_74886_c0_g1_i1	Sym_74886_c0_g1
Sym_74807_c0_g1_i1	Sym_74807_c0_g1
Sym_74898_c0_g1_i1	Sym_74898_c0_g1
Sym_74812_c0_g1_i2	Sym_74812_c0_g1
Sym_74811_c0_g1_i1	Sym_74811_c0_g1
Sym_74891_c0_g1_i1	Sym_74891_c0_g1
Sym_74826_c0_g1_i1	Sym_74826_c0_g1
Sym_74867_c0_g1_i1	Sym_74867_c0_g1
Sym_74867_c0_g2_i1	Sym_74867_c0_g2
Sym_74832_c0_g1_i1	Sym_74832_c0_g1
Sym_74851_c0_g1_i1	Sym_74851_c0_g1
Sym_74833_c0_g1_i2	Sym_74833_c0_g1
Sym_74833_c0_g1_i3	Sym_74833_c0_g1
Sym_74850_c0_g1_i1	Sym_74850_c0_g1
Sym_48546_c0_g1_i1	Sym_48546_c0_g1
Sym_48536_c0_g1_i1	Sym_48536_c0_g1
Sym_48538_c0_g1_i1	Sym_48538_c0_g1
Sym_48567_c0_g1_i1	Sym_48567_c0_g1
Sym_48514_c0_g1_i1	Sym_48514_c0_g1
Sym_48575_c0_g1_i1	Sym_48575_c0_g1
Sym_48509_c0_g1_i1	Sym_48509_c0_g1
Sym_48552_c0_g1_i1	Sym_48552_c0_g1
Sym_48571_c0_g1_i1	Sym_48571_c0_g1
Sym_48559_c0_g1_i1	Sym_48559_c0_g1
Sym_48557_c0_g2_i1	Sym_48557_c0_g2
Sym_99333_c0_g1_i2	Sym_99333_c0_g1
Sym_99366_c0_g3_i1	Sym_99366_c0_g3
Sym_99365_c0_g3_i2	Sym_99365_c0_g3
Sym_99370_c0_g1_i2	Sym_99370_c0_g1
Sym_99370_c0_g1_i3	Sym_99370_c0_g1
Sym_99368_c0_g2_i1	Sym_99368_c0_g2
Sym_99368_c0_g3_i1	Sym_99368_c0_g3
Sym_99416_c0_g1_i3	Sym_99416_c0_g1
Sym_99414_c0_g1_i3	Sym_99414_c0_g1
Sym_74913_c0_g1_i1	Sym_74913_c0_g1
Sym_74929_c0_g1_i2	Sym_74929_c0_g1
Sym_74998_c0_g1_i1	Sym_74998_c0_g1
Sym_74967_c0_g1_i1	Sym_74967_c0_g1
Sym_74907_c0_g1_i1	Sym_74907_c0_g1
Sym_74932_c0_g1_i1	Sym_74932_c0_g1
Sym_74905_c0_g1_i1	Sym_74905_c0_g1
Sym_74952_c0_g1_i1	Sym_74952_c0_g1
Sym_74927_c0_g1_i1	Sym_74927_c0_g1
Sym_74927_c0_g2_i1	Sym_74927_c0_g2
Sym_74961_c0_g1_i1	Sym_74961_c0_g1
Sym_32233_c0_g1_i1	Sym_32233_c0_g1
Sym_32255_c0_g1_i1	Sym_32255_c0_g1
Sym_32219_c0_g1_i1	Sym_32219_c0_g1
Sym_32274_c0_g1_i1	Sym_32274_c0_g1
Sym_32221_c0_g1_i1	Sym_32221_c0_g1
Sym_32229_c0_g1_i1	Sym_32229_c0_g1
Sym_32225_c0_g1_i2	Sym_32225_c0_g1
Sym_32270_c0_g1_i2	Sym_32270_c0_g1
Sym_32243_c0_g1_i1	Sym_32243_c0_g1
Sym_32204_c0_g1_i1	Sym_32204_c0_g1
Sym_32234_c0_g1_i1	Sym_32234_c0_g1
Sym_32214_c0_g1_i1	Sym_32214_c0_g1
Sym_32206_c0_g1_i1	Sym_32206_c0_g1
Sym_32240_c0_g1_i1	Sym_32240_c0_g1
Sym_32240_c0_g2_i1	Sym_32240_c0_g2
Sym_32209_c0_g1_i1	Sym_32209_c0_g1
Sym_65856_c0_g2_i1	Sym_65856_c0_g2
Sym_65893_c0_g1_i1	Sym_65893_c0_g1
Sym_65896_c0_g1_i1	Sym_65896_c0_g1
Sym_65863_c0_g1_i1	Sym_65863_c0_g1
Sym_65858_c0_g1_i1	Sym_65858_c0_g1
Sym_65815_c0_g1_i1	Sym_65815_c0_g1
Sym_65884_c0_g1_i1	Sym_65884_c0_g1
Sym_65820_c0_g1_i1	Sym_65820_c0_g1
Sym_65816_c0_g1_i2	Sym_65816_c0_g1
Sym_65881_c0_g1_i1	Sym_65881_c0_g1
Sym_65872_c0_g1_i1	Sym_65872_c0_g1
Sym_65822_c0_g1_i1	Sym_65822_c0_g1
Sym_65806_c0_g1_i1	Sym_65806_c0_g1
Sym_65806_c0_g2_i1	Sym_65806_c0_g2
Sym_65829_c0_g1_i3	Sym_65829_c0_g1
Sym_65900_c0_g1_i1	Sym_65900_c0_g1
Sym_65814_c0_g1_i1	Sym_65814_c0_g1
Sym_65890_c0_g1_i1	Sym_65890_c0_g1
Sym_65901_c0_g1_i1	Sym_65901_c0_g1
Sym_65818_c0_g1_i1	Sym_65818_c0_g1
Sym_65818_c0_g2_i2	Sym_65818_c0_g2
Sym_65859_c0_g1_i1	Sym_65859_c0_g1
Sym_65894_c0_g1_i1	Sym_65894_c0_g1
Sym_65846_c0_g1_i1	Sym_65846_c0_g1
Sym_65819_c0_g1_i3	Sym_65819_c0_g1
Sym_65885_c0_g1_i3	Sym_65885_c0_g1
Sym_23163_c0_g1_i1	Sym_23163_c0_g1
Sym_23168_c0_g1_i1	Sym_23168_c0_g1
Sym_23119_c0_g1_i1	Sym_23119_c0_g1
Sym_23162_c0_g1_i1	Sym_23162_c0_g1
Sym_23110_c0_g1_i1	Sym_23110_c0_g1
Sym_23173_c0_g1_i1	Sym_23173_c0_g1
Sym_23114_c0_g1_i1	Sym_23114_c0_g1
Sym_23167_c0_g1_i2	Sym_23167_c0_g1
Sym_23185_c0_g1_i1	Sym_23185_c0_g1
Sym_23175_c0_g1_i1	Sym_23175_c0_g1
Sym_23171_c0_g1_i1	Sym_23171_c0_g1
Sym_23146_c0_g1_i1	Sym_23146_c0_g1
Sym_23132_c0_g1_i1	Sym_23132_c0_g1
Sym_23148_c0_g1_i1	Sym_23148_c0_g1
Sym_23194_c0_g1_i1	Sym_23194_c0_g1
Sym_23195_c0_g1_i1	Sym_23195_c0_g1
Sym_23156_c0_g1_i1	Sym_23156_c0_g1
Sym_91140_c0_g1_i1	Sym_91140_c0_g1
Sym_91180_c0_g1_i1	Sym_91180_c0_g1
Sym_91169_c0_g1_i2	Sym_91169_c0_g1
Sym_91169_c0_g2_i1	Sym_91169_c0_g2
Sym_91138_c0_g2_i1	Sym_91138_c0_g2
Sym_91158_c0_g1_i1	Sym_91158_c0_g1
Sym_91183_c0_g1_i1	Sym_91183_c0_g1
Sym_91123_c0_g1_i1	Sym_91123_c0_g1
Sym_91123_c0_g1_i2	Sym_91123_c0_g1
Sym_91121_c0_g1_i1	Sym_91121_c0_g1
Sym_91149_c0_g1_i4	Sym_91149_c0_g1
Sym_91141_c0_g1_i4	Sym_91141_c0_g1
Sym_39586_c0_g1_i1	Sym_39586_c0_g1
Sym_39553_c0_g1_i1	Sym_39553_c0_g1
Sym_39594_c0_g1_i1	Sym_39594_c0_g1
Sym_39594_c0_g2_i1	Sym_39594_c0_g2
Sym_39549_c0_g1_i1	Sym_39549_c0_g1
Sym_39510_c0_g1_i1	Sym_39510_c0_g1
Sym_39572_c0_g1_i1	Sym_39572_c0_g1
Sym_39572_c0_g1_i2	Sym_39572_c0_g1
Sym_39584_c0_g1_i1	Sym_39584_c0_g1
Sym_39564_c0_g1_i1	Sym_39564_c0_g1
Sym_39529_c0_g1_i1	Sym_39529_c0_g1
Sym_39563_c0_g1_i1	Sym_39563_c0_g1
Sym_39583_c0_g1_i2	Sym_39583_c0_g1
Sym_39538_c0_g1_i1	Sym_39538_c0_g1
Sym_39509_c0_g1_i1	Sym_39509_c0_g1
Sym_39530_c0_g1_i1	Sym_39530_c0_g1
Sym_56717_c0_g1_i2	Sym_56717_c0_g1
Sym_56783_c0_g1_i1	Sym_56783_c0_g1
Sym_56760_c0_g1_i1	Sym_56760_c0_g1
Sym_56702_c0_g1_i2	Sym_56702_c0_g1
Sym_56728_c0_g1_i1	Sym_56728_c0_g1
Sym_56731_c0_g1_i1	Sym_56731_c0_g1
Sym_56704_c0_g1_i1	Sym_56704_c0_g1
Sym_56711_c0_g3_i1	Sym_56711_c0_g3
Sym_56767_c0_g1_i1	Sym_56767_c0_g1
Sym_56787_c0_g1_i1	Sym_56787_c0_g1
Sym_56787_c0_g2_i1	Sym_56787_c0_g2
Sym_56700_c0_g1_i1	Sym_56700_c0_g1
Sym_56713_c0_g1_i1	Sym_56713_c0_g1
Sym_56748_c0_g1_i1	Sym_56748_c0_g1
Sym_56775_c0_g1_i1	Sym_56775_c0_g1
Sym_56715_c0_g2_i1	Sym_56715_c0_g2
Sym_56771_c0_g1_i1	Sym_56771_c0_g1
Sym_56752_c0_g1_i1	Sym_56752_c0_g1
Sym_56732_c0_g1_i1	Sym_56732_c0_g1
Sym_56790_c0_g1_i1	Sym_56790_c0_g1
Sym_56786_c0_g2_i1	Sym_56786_c0_g2
Sym_56734_c0_g1_i1	Sym_56734_c0_g1
Sym_56733_c0_g1_i1	Sym_56733_c0_g1
Sym_56751_c0_g1_i1	Sym_56751_c0_g1
Sym_56770_c0_g1_i2	Sym_56770_c0_g1
Sym_56737_c0_g1_i2	Sym_56737_c0_g1
Sym_56759_c0_g1_i1	Sym_56759_c0_g1
Sym_56795_c0_g1_i1	Sym_56795_c0_g1
Sym_56749_c0_g1_i1	Sym_56749_c0_g1
Sym_56756_c0_g1_i2	Sym_56756_c0_g1
Sym_56766_c1_g1_i1	Sym_56766_c1_g1
Sym_56766_c0_g1_i1	Sym_56766_c0_g1
Sym_56707_c0_g1_i1	Sym_56707_c0_g1
Sym_56745_c0_g1_i3	Sym_56745_c0_g1
Sym_23231_c0_g1_i1	Sym_23231_c0_g1
Sym_23215_c0_g1_i1	Sym_23215_c0_g1
Sym_23212_c0_g1_i1	Sym_23212_c0_g1
Sym_23239_c0_g1_i1	Sym_23239_c0_g1
Sym_23288_c0_g1_i1	Sym_23288_c0_g1
Sym_23273_c0_g1_i1	Sym_23273_c0_g1
Sym_23204_c0_g1_i1	Sym_23204_c0_g1
Sym_23238_c0_g1_i1	Sym_23238_c0_g1
Sym_23269_c0_g1_i1	Sym_23269_c0_g1
Sym_23269_c0_g1_i2	Sym_23269_c0_g1
Sym_23251_c0_g1_i1	Sym_23251_c0_g1
Sym_40489_c0_g1_i1	Sym_40489_c0_g1
Sym_40483_c0_g1_i1	Sym_40483_c0_g1
Sym_40496_c0_g1_i1	Sym_40496_c0_g1
Sym_40445_c0_g1_i1	Sym_40445_c0_g1
Sym_40464_c0_g1_i1	Sym_40464_c0_g1
Sym_40416_c0_g1_i2	Sym_40416_c0_g1
Sym_40468_c0_g1_i1	Sym_40468_c0_g1
Sym_40422_c0_g1_i1	Sym_40422_c0_g1
Sym_40433_c0_g1_i1	Sym_40433_c0_g1
Sym_40449_c0_g1_i1	Sym_40449_c0_g1
Sym_40427_c0_g1_i1	Sym_40427_c0_g1
Sym_40472_c0_g1_i2	Sym_40472_c0_g1
Sym_40463_c0_g1_i1	Sym_40463_c0_g1
Sym_7553_c0_g1_i1	Sym_7553_c0_g1
Sym_7537_c0_g1_i1	Sym_7537_c0_g1
Sym_7515_c0_g1_i1	Sym_7515_c0_g1
Sym_7544_c0_g1_i2	Sym_7544_c0_g1
Sym_7534_c0_g1_i1	Sym_7534_c0_g1
Sym_7567_c0_g1_i1	Sym_7567_c0_g1
Sym_56820_c0_g1_i1	Sym_56820_c0_g1
Sym_56853_c0_g1_i2	Sym_56853_c0_g1
Sym_56829_c0_g1_i1	Sym_56829_c0_g1
Sym_56830_c0_g1_i1	Sym_56830_c0_g1
Sym_56838_c0_g1_i1	Sym_56838_c0_g1
Sym_56847_c0_g1_i2	Sym_56847_c0_g1
Sym_56840_c0_g1_i1	Sym_56840_c0_g1
Sym_56806_c0_g1_i2	Sym_56806_c0_g1
Sym_56884_c0_g1_i1	Sym_56884_c0_g1
Sym_56861_c0_g2_i1	Sym_56861_c0_g2
Sym_56814_c0_g1_i2	Sym_56814_c0_g1
Sym_56899_c0_g1_i3	Sym_56899_c0_g1
Sym_56846_c0_g1_i1	Sym_56846_c0_g1
Sym_56869_c0_g1_i1	Sym_56869_c0_g1
Sym_56894_c0_g1_i1	Sym_56894_c0_g1
Sym_56871_c0_g1_i1	Sym_56871_c0_g1
Sym_56800_c0_g2_i1	Sym_56800_c0_g2
Sym_56856_c0_g1_i2	Sym_56856_c0_g1
Sym_56822_c0_g1_i1	Sym_56822_c0_g1
Sym_56824_c0_g1_i1	Sym_56824_c0_g1
Sym_56860_c0_g1_i1	Sym_56860_c0_g1
Sym_56859_c0_g1_i1	Sym_56859_c0_g1
Sym_56831_c0_g1_i1	Sym_56831_c0_g1
Sym_56865_c0_g1_i1	Sym_56865_c0_g1
Sym_56855_c0_g1_i1	Sym_56855_c0_g1
Sym_56815_c0_g1_i1	Sym_56815_c0_g1
Sym_56804_c0_g1_i1	Sym_56804_c0_g1
Sym_56878_c0_g1_i1	Sym_56878_c0_g1
Sym_56825_c0_g1_i1	Sym_56825_c0_g1
Sym_56816_c0_g1_i1	Sym_56816_c0_g1
Sym_14103_c0_g1_i1	Sym_14103_c0_g1
Sym_14177_c0_g1_i1	Sym_14177_c0_g1
Sym_14122_c0_g1_i1	Sym_14122_c0_g1
Sym_14197_c0_g2_i1	Sym_14197_c0_g2
Sym_14198_c0_g1_i1	Sym_14198_c0_g1
Sym_14140_c0_g1_i1	Sym_14140_c0_g1
Sym_14118_c0_g1_i1	Sym_14118_c0_g1
Sym_98432_c1_g1_i5	Sym_98432_c1_g1
Sym_98476_c0_g1_i2	Sym_98476_c0_g1
Sym_98476_c0_g1_i3	Sym_98476_c0_g1
Sym_98456_c0_g1_i2	Sym_98456_c0_g1
Sym_98522_c0_g1_i1	Sym_98522_c0_g1
Sym_98438_c0_g1_i4	Sym_98438_c0_g1
Sym_98438_c0_g1_i5	Sym_98438_c0_g1
Sym_98438_c0_g1_i2	Sym_98438_c0_g1
Sym_98438_c0_g2_i1	Sym_98438_c0_g2
Sym_98438_c0_g3_i4	Sym_98438_c0_g3
Sym_98438_c0_g3_i1	Sym_98438_c0_g3
Sym_98433_c0_g1_i1	Sym_98433_c0_g1
Sym_98480_c0_g1_i2	Sym_98480_c0_g1
Sym_98480_c0_g1_i10	Sym_98480_c0_g1
Sym_98480_c0_g1_i11	Sym_98480_c0_g1
Sym_98466_c0_g3_i2	Sym_98466_c0_g3
Sym_98501_c0_g2_i1	Sym_98501_c0_g2
Sym_98504_c0_g1_i1	Sym_98504_c0_g1
Sym_82108_c0_g1_i1	Sym_82108_c0_g1
Sym_82059_c0_g1_i1	Sym_82059_c0_g1
Sym_82047_c0_g1_i1	Sym_82047_c0_g1
Sym_82118_c0_g1_i1	Sym_82118_c0_g1
Sym_82095_c0_g1_i1	Sym_82095_c0_g1
Sym_82072_c0_g1_i2	Sym_82072_c0_g1
Sym_82072_c0_g2_i1	Sym_82072_c0_g2
Sym_82064_c0_g1_i1	Sym_82064_c0_g1
Sym_82066_c0_g1_i2	Sym_82066_c0_g1
Sym_82046_c0_g1_i1	Sym_82046_c0_g1
Sym_82046_c0_g3_i1	Sym_82046_c0_g3
Sym_82109_c0_g1_i1	Sym_82109_c0_g1
Sym_47724_c0_g1_i1	Sym_47724_c0_g1
Sym_47793_c0_g1_i1	Sym_47793_c0_g1
Sym_47716_c0_g1_i1	Sym_47716_c0_g1
Sym_47767_c0_g1_i1	Sym_47767_c0_g1
Sym_47741_c0_g2_i1	Sym_47741_c0_g2
Sym_98546_c1_g2_i1	Sym_98546_c1_g2
Sym_98546_c1_g2_i2	Sym_98546_c1_g2
Sym_98537_c0_g1_i1	Sym_98537_c0_g1
Sym_98629_c0_g1_i1	Sym_98629_c0_g1
Sym_98629_c0_g1_i2	Sym_98629_c0_g1
Sym_98586_c0_g1_i4	Sym_98586_c0_g1
Sym_98586_c0_g1_i7	Sym_98586_c0_g1
Sym_98541_c0_g1_i4	Sym_98541_c0_g1
Sym_98541_c0_g1_i3	Sym_98541_c0_g1
Sym_31459_c0_g1_i1	Sym_31459_c0_g1
Sym_31431_c0_g1_i1	Sym_31431_c0_g1
Sym_31474_c0_g1_i1	Sym_31474_c0_g1
Sym_31463_c0_g1_i1	Sym_31463_c0_g1
Sym_31458_c0_g1_i2	Sym_31458_c0_g1
Sym_31404_c0_g1_i1	Sym_31404_c0_g1
Sym_31483_c0_g1_i1	Sym_31483_c0_g1
Sym_6679_c0_g1_i1	Sym_6679_c0_g1
Sym_6668_c0_g1_i1	Sym_6668_c0_g1
Sym_6693_c0_g1_i1	Sym_6693_c0_g1
Sym_47896_c0_g1_i1	Sym_47896_c0_g1
Sym_47866_c0_g2_i1	Sym_47866_c0_g2
Sym_47802_c0_g1_i1	Sym_47802_c0_g1
Sym_47856_c0_g1_i1	Sym_47856_c0_g1
Sym_47870_c0_g1_i1	Sym_47870_c0_g1
Sym_47848_c0_g1_i2	Sym_47848_c0_g1
Sym_47804_c0_g1_i1	Sym_47804_c0_g1
Sym_47800_c0_g1_i1	Sym_47800_c0_g1
Sym_47862_c0_g1_i1	Sym_47862_c0_g1
Sym_47806_c0_g1_i1	Sym_47806_c0_g1
Sym_47830_c0_g1_i1	Sym_47830_c0_g1
Sym_47825_c0_g1_i1	Sym_47825_c0_g1
Sym_47852_c0_g1_i1	Sym_47852_c0_g1
Sym_47838_c0_g1_i1	Sym_47838_c0_g1
Sym_47838_c0_g2_i1	Sym_47838_c0_g2
Sym_47857_c0_g1_i1	Sym_47857_c0_g1
Sym_47886_c0_g1_i1	Sym_47886_c0_g1
Sym_47841_c0_g1_i1	Sym_47841_c0_g1
Sym_89491_c0_g1_i1	Sym_89491_c0_g1
Sym_89470_c0_g1_i1	Sym_89470_c0_g1
Sym_89410_c0_g2_i1	Sym_89410_c0_g2
Sym_89458_c0_g1_i2	Sym_89458_c0_g1
Sym_89474_c0_g2_i1	Sym_89474_c0_g2
Sym_89408_c0_g1_i4	Sym_89408_c0_g1
Sym_89408_c0_g1_i5	Sym_89408_c0_g1
Sym_89455_c0_g2_i2	Sym_89455_c0_g2
Sym_89411_c0_g1_i1	Sym_89411_c0_g1
Sym_22376_c0_g1_i1	Sym_22376_c0_g1
Sym_22380_c0_g1_i1	Sym_22380_c0_g1
Sym_22302_c0_g1_i1	Sym_22302_c0_g1
Sym_22300_c0_g1_i1	Sym_22300_c0_g1
Sym_22360_c0_g1_i2	Sym_22360_c0_g1
Sym_22387_c0_g1_i1	Sym_22387_c0_g1
Sym_22305_c0_g1_i1	Sym_22305_c0_g1
Sym_22316_c0_g1_i1	Sym_22316_c0_g1
Sym_22304_c0_g1_i1	Sym_22304_c0_g1
Sym_22336_c0_g1_i1	Sym_22336_c0_g1
Sym_22344_c0_g1_i1	Sym_22344_c0_g1
Sym_22342_c0_g1_i1	Sym_22342_c0_g1
Sym_22357_c0_g2_i1	Sym_22357_c0_g2
Sym_22369_c0_g1_i1	Sym_22369_c0_g1
Sym_22319_c0_g1_i1	Sym_22319_c0_g1
Sym_22399_c0_g1_i1	Sym_22399_c0_g1
Sym_22330_c0_g1_i1	Sym_22330_c0_g1
Sym_73100_c0_g1_i2	Sym_73100_c0_g1
Sym_73038_c0_g1_i1	Sym_73038_c0_g1
Sym_73038_c0_g2_i1	Sym_73038_c0_g2
Sym_73010_c0_g1_i1	Sym_73010_c0_g1
Sym_73050_c0_g1_i1	Sym_73050_c0_g1
Sym_73045_c0_g1_i1	Sym_73045_c0_g1
Sym_73087_c0_g1_i1	Sym_73087_c0_g1
Sym_73036_c0_g1_i1	Sym_73036_c0_g1
Sym_73016_c0_g1_i1	Sym_73016_c0_g1
Sym_73011_c0_g1_i1	Sym_73011_c0_g1
Sym_73059_c0_g1_i1	Sym_73059_c0_g1
Sym_73075_c0_g1_i1	Sym_73075_c0_g1
Sym_73052_c0_g1_i1	Sym_73052_c0_g1
Sym_73026_c0_g1_i1	Sym_73026_c0_g1
Sym_73028_c0_g1_i1	Sym_73028_c0_g1
Sym_73065_c0_g1_i1	Sym_73065_c0_g1
Sym_73031_c0_g1_i1	Sym_73031_c0_g1
Sym_73071_c0_g1_i1	Sym_73071_c0_g1
Sym_73083_c0_g2_i1	Sym_73083_c0_g2
Sym_73083_c0_g3_i1	Sym_73083_c0_g3
Sym_90318_c0_g1_i1	Sym_90318_c0_g1
Sym_90339_c0_g1_i1	Sym_90339_c0_g1
Sym_38721_c0_g1_i1	Sym_38721_c0_g1
Sym_38743_c0_g1_i1	Sym_38743_c0_g1
Sym_38798_c0_g1_i1	Sym_38798_c0_g1
Sym_38777_c0_g1_i1	Sym_38777_c0_g1
Sym_38718_c0_g1_i1	Sym_38718_c0_g1
Sym_38757_c0_g1_i1	Sym_38757_c0_g1
Sym_38764_c0_g1_i1	Sym_38764_c0_g1
Sym_38713_c0_g1_i1	Sym_38713_c0_g1
Sym_38728_c0_g1_i1	Sym_38728_c0_g1
Sym_38761_c0_g1_i1	Sym_38761_c0_g1
Sym_38765_c0_g1_i1	Sym_38765_c0_g1
Sym_38765_c0_g2_i1	Sym_38765_c0_g2
Sym_38745_c0_g1_i1	Sym_38745_c0_g1
Sym_38737_c0_g1_i1	Sym_38737_c0_g1
Sym_22482_c0_g1_i1	Sym_22482_c0_g1
Sym_22476_c0_g1_i1	Sym_22476_c0_g1
Sym_22421_c0_g1_i1	Sym_22421_c0_g1
Sym_22493_c0_g1_i2	Sym_22493_c0_g1
Sym_22456_c0_g1_i1	Sym_22456_c0_g1
Sym_22410_c0_g1_i1	Sym_22410_c0_g1
Sym_22410_c0_g2_i1	Sym_22410_c0_g2
Sym_22499_c0_g1_i1	Sym_22499_c0_g1
Sym_22409_c0_g1_i1	Sym_22409_c0_g1
Sym_22472_c0_g1_i1	Sym_22472_c0_g1
Sym_22402_c0_g1_i1	Sym_22402_c0_g1
Sym_22491_c0_g1_i1	Sym_22491_c0_g1
Sym_22406_c0_g1_i1	Sym_22406_c0_g1
Sym_22497_c0_g1_i1	Sym_22497_c0_g1
Sym_22468_c0_g1_i1	Sym_22468_c0_g1
Sym_22475_c0_g1_i1	Sym_22475_c0_g1
Sym_22459_c0_g1_i1	Sym_22459_c0_g1
Sym_22454_c0_g1_i1	Sym_22454_c0_g1
Sym_22416_c0_g1_i1	Sym_22416_c0_g1
Sym_22403_c0_g1_i2	Sym_22403_c0_g1
Sym_22455_c0_g1_i1	Sym_22455_c0_g1
Sym_5762_c0_g1_i1	Sym_5762_c0_g1
Sym_5752_c0_g1_i1	Sym_5752_c0_g1
Sym_5755_c0_g1_i1	Sym_5755_c0_g1
Sym_5786_c0_g1_i1	Sym_5786_c0_g1
Sym_5746_c0_g1_i1	Sym_5746_c0_g1
Sym_29638_c0_g1_i1	Sym_29638_c0_g1
Sym_29605_c0_g1_i1	Sym_29605_c0_g1
Sym_29632_c0_g1_i1	Sym_29632_c0_g1
Sym_29606_c0_g1_i1	Sym_29606_c0_g1
Sym_29687_c0_g1_i1	Sym_29687_c0_g1
Sym_13300_c0_g1_i2	Sym_13300_c0_g1
Sym_13380_c0_g1_i1	Sym_13380_c0_g1
Sym_13370_c0_g1_i1	Sym_13370_c0_g1
Sym_13347_c0_g1_i1	Sym_13347_c0_g1
Sym_13349_c0_g1_i1	Sym_13349_c0_g1
Sym_97667_c1_g2_i1	Sym_97667_c1_g2
Sym_97667_c1_g1_i1	Sym_97667_c1_g1
Sym_97695_c0_g2_i2	Sym_97695_c0_g2
Sym_97672_c0_g1_i1	Sym_97672_c0_g1
Sym_97672_c0_g1_i2	Sym_97672_c0_g1
Sym_97639_c0_g1_i1	Sym_97639_c0_g1
Sym_97655_c0_g1_i2	Sym_97655_c0_g1
Sym_97655_c0_g1_i3	Sym_97655_c0_g1
Sym_97670_c0_g1_i2	Sym_97670_c0_g1
Sym_97670_c0_g2_i1	Sym_97670_c0_g2
Sym_97654_c0_g1_i2	Sym_97654_c0_g1
Sym_81328_c0_g2_i2	Sym_81328_c0_g2
Sym_81238_c0_g2_i1	Sym_81238_c0_g2
Sym_81269_c0_g1_i1	Sym_81269_c0_g1
Sym_81280_c0_g1_i1	Sym_81280_c0_g1
Sym_81280_c0_g1_i3	Sym_81280_c0_g1
Sym_81295_c0_g1_i1	Sym_81295_c0_g1
Sym_81307_c0_g1_i1	Sym_81307_c0_g1
Sym_81245_c0_g1_i1	Sym_81245_c0_g1
Sym_81318_c0_g1_i1	Sym_81318_c0_g1
Sym_81248_c0_g1_i1	Sym_81248_c0_g1
Sym_81278_c0_g1_i1	Sym_81278_c0_g1
Sym_81330_c0_g1_i3	Sym_81330_c0_g1
Sym_81257_c0_g1_i1	Sym_81257_c0_g1
Sym_81286_c0_g1_i4	Sym_81286_c0_g1
Sym_29738_c0_g1_i1	Sym_29738_c0_g1
Sym_29703_c0_g1_i1	Sym_29703_c0_g1
Sym_29721_c0_g1_i2	Sym_29721_c0_g1
Sym_46927_c0_g1_i1	Sym_46927_c0_g1
Sym_46938_c0_g2_i1	Sym_46938_c0_g2
Sym_46912_c0_g1_i1	Sym_46912_c0_g1
Sym_46948_c0_g1_i1	Sym_46948_c0_g1
Sym_46944_c0_g1_i1	Sym_46944_c0_g1
Sym_46995_c0_g1_i1	Sym_46995_c0_g1
Sym_46922_c0_g1_i1	Sym_46922_c0_g1
Sym_46988_c0_g1_i1	Sym_46988_c0_g1
Sym_46903_c0_g1_i1	Sym_46903_c0_g1
Sym_46910_c0_g1_i1	Sym_46910_c0_g1
Sym_46958_c0_g1_i1	Sym_46958_c0_g1
Sym_141_c0_g1_i1	Sym_141_c0_g1
Sym_134_c0_g1_i2	Sym_134_c0_g1
Sym_143_c0_g1_i1	Sym_143_c0_g1
Sym_190_c0_g1_i1	Sym_190_c0_g1
Sym_192_c0_g1_i1	Sym_192_c0_g1
Sym_195_c0_g1_i1	Sym_195_c0_g1
Sym_128_c0_g1_i1	Sym_128_c0_g1
Sym_128_c0_g2_i1	Sym_128_c0_g2
Sym_121_c0_g1_i1	Sym_121_c0_g1
Sym_121_c0_g1_i2	Sym_121_c0_g1
Sym_97759_c0_g1_i2	Sym_97759_c0_g1
Sym_97813_c0_g1_i1	Sym_97813_c0_g1
Sym_97813_c0_g2_i2	Sym_97813_c0_g2
Sym_97805_c0_g1_i8	Sym_97805_c0_g1
Sym_97778_c0_g1_i2	Sym_97778_c0_g1
Sym_97774_c0_g1_i4	Sym_97774_c0_g1
Sym_97774_c0_g1_i2	Sym_97774_c0_g1
Sym_97774_c0_g1_i3	Sym_97774_c0_g1
Sym_30608_c0_g1_i1	Sym_30608_c0_g1
Sym_30623_c0_g1_i1	Sym_30623_c0_g1
Sym_30686_c0_g1_i1	Sym_30686_c0_g1
Sym_30633_c0_g1_i1	Sym_30633_c0_g1
Sym_30604_c0_g1_i1	Sym_30604_c0_g1
Sym_30649_c0_g1_i1	Sym_30649_c0_g1
Sym_30681_c0_g1_i1	Sym_30681_c0_g1
Sym_30602_c0_g1_i1	Sym_30602_c0_g1
Sym_30602_c0_g1_i2	Sym_30602_c0_g1
Sym_30657_c0_g1_i1	Sym_30657_c0_g1
Sym_30613_c0_g1_i1	Sym_30613_c0_g1
Sym_30640_c0_g1_i1	Sym_30640_c0_g1
Sym_4813_c0_g1_i1	Sym_4813_c0_g1
Sym_4806_c0_g1_i1	Sym_4806_c0_g1
Sym_4851_c0_g1_i1	Sym_4851_c0_g1
Sym_72182_c0_g1_i1	Sym_72182_c0_g1
Sym_72164_c0_g1_i1	Sym_72164_c0_g1
